              Seq predicted  prediction
    MSTRG.55275.6    2:mRNA       0.596
    MSTRG.55275.7  1:lncRNA       0.852
    MSTRG.55275.8    2:mRNA       0.596
    MSTRG.55275.9    2:mRNA       0.596
    MSTRG.55285.1  1:lncRNA       0.852
    MSTRG.55288.8    2:mRNA       1.000
    MSTRG.55288.9  1:lncRNA       0.782
    MSTRG.55290.1    2:mRNA       1.000
    MSTRG.55290.2    2:mRNA       1.000
    MSTRG.55294.1  1:lncRNA       0.852
    MSTRG.55297.1  1:lncRNA       0.782
    MSTRG.55307.1    2:mRNA       1.000
    MSTRG.55308.1  1:lncRNA       0.852
    MSTRG.55308.2  1:lncRNA       0.852
    MSTRG.55308.3  1:lncRNA       0.852
    MSTRG.55312.1  1:lncRNA       0.863
    MSTRG.55315.1  1:lncRNA       0.852
    MSTRG.55317.1    2:mRNA       1.000
    MSTRG.55317.2  1:lncRNA       0.863
    MSTRG.55318.1    2:mRNA       1.000
    MSTRG.55318.2    2:mRNA       1.000
    MSTRG.55319.1  1:lncRNA       0.863
    MSTRG.55328.1  1:lncRNA       0.852
    MSTRG.55338.1    2:mRNA       0.596
    MSTRG.55338.2    2:mRNA       0.596
    MSTRG.55338.3    2:mRNA       1.000
    MSTRG.55338.4    2:mRNA       0.596
    MSTRG.55351.1    2:mRNA       1.000
    MSTRG.55355.1    2:mRNA       0.596
    MSTRG.55355.2    2:mRNA       1.000
    MSTRG.55355.3    2:mRNA       0.596
    MSTRG.55356.1    2:mRNA       0.596
    MSTRG.55356.2    2:mRNA       0.596
    MSTRG.55356.3    2:mRNA       0.596
    MSTRG.55356.4    2:mRNA       0.596
    MSTRG.55356.5    2:mRNA       0.596
    MSTRG.55356.6  1:lncRNA       0.782
    MSTRG.55356.7    2:mRNA       0.596
    MSTRG.55356.8    2:mRNA       0.596
    MSTRG.55356.9    2:mRNA       0.596
   MSTRG.55356.10    2:mRNA       0.596
   MSTRG.55356.11    2:mRNA       0.596
   MSTRG.55356.12    2:mRNA       0.596
   MSTRG.55356.13    2:mRNA       0.596
   MSTRG.55356.14    2:mRNA       0.596
    MSTRG.55357.1  1:lncRNA       0.863
    MSTRG.55359.1  1:lncRNA       0.863
    MSTRG.55371.1  1:lncRNA       0.852
    MSTRG.55371.2    2:mRNA       0.596
    MSTRG.55373.1    2:mRNA       0.596
    MSTRG.55373.2    2:mRNA       0.596
    MSTRG.55373.3  1:lncRNA       0.852
    MSTRG.55376.1    2:mRNA       1.000
    MSTRG.55380.1  1:lncRNA       0.852
    MSTRG.55380.2  1:lncRNA       0.852
    MSTRG.55381.1    2:mRNA       1.000
    MSTRG.55387.1  1:lncRNA       0.863
    MSTRG.55392.1  1:lncRNA       0.852
    MSTRG.55393.1    2:mRNA       0.596
    MSTRG.55393.2  1:lncRNA       0.852
    MSTRG.55393.3  1:lncRNA       0.852
    MSTRG.55403.1  1:lncRNA       0.863
    MSTRG.55415.1  1:lncRNA       0.852
    MSTRG.55422.1  1:lncRNA       0.852
    MSTRG.55422.2  1:lncRNA       0.863
    MSTRG.55422.3  1:lncRNA       0.852
    MSTRG.55423.1    2:mRNA       1.000
    MSTRG.55423.2    2:mRNA       1.000
    MSTRG.55427.1  1:lncRNA       0.852
    MSTRG.55446.1  1:lncRNA       0.852
    MSTRG.55446.2  1:lncRNA       0.852
    MSTRG.55450.1  1:lncRNA       0.863
    MSTRG.55454.1    2:mRNA       0.596
    MSTRG.55457.1  1:lncRNA       0.863
    MSTRG.55458.1  1:lncRNA       0.863
    MSTRG.55472.1  1:lncRNA       0.863
    MSTRG.55477.1    2:mRNA       0.596
    MSTRG.55479.1  1:lncRNA       0.863
    MSTRG.55489.1    2:mRNA       0.596
    MSTRG.55489.2  1:lncRNA       0.825
    MSTRG.55491.1  1:lncRNA       0.782
    MSTRG.55496.1  1:lncRNA       0.863
    MSTRG.55500.1  1:lncRNA       0.852
    MSTRG.55500.2  1:lncRNA       0.852
    MSTRG.55501.1  1:lncRNA       0.863
    MSTRG.55502.1    2:mRNA       0.596
    MSTRG.55502.2  1:lncRNA       0.852
    MSTRG.55505.1  1:lncRNA       0.863
    MSTRG.55516.1    2:mRNA       1.000
    MSTRG.55520.1  1:lncRNA       0.863
    MSTRG.55537.7  1:lncRNA       0.852
    MSTRG.55542.1  1:lncRNA       0.863
    MSTRG.55544.1    2:mRNA       1.000
    MSTRG.55555.1  1:lncRNA       0.863
    MSTRG.55565.1  1:lncRNA       0.863
    MSTRG.55566.1  1:lncRNA       0.852
    MSTRG.55572.1  1:lncRNA       0.852
    MSTRG.55572.2  1:lncRNA       0.852
    MSTRG.55578.1  1:lncRNA       0.763
    MSTRG.55578.2  1:lncRNA       0.955
    MSTRG.55578.3  1:lncRNA       0.852
    MSTRG.55598.1  1:lncRNA       0.863
    MSTRG.55600.1  1:lncRNA       0.863
    MSTRG.55604.1  1:lncRNA       0.852
    MSTRG.55604.2  1:lncRNA       0.852
    MSTRG.55606.1  1:lncRNA       0.852
    MSTRG.55616.1  1:lncRNA       0.852
    MSTRG.55620.1  1:lncRNA       0.863
    MSTRG.55623.1  1:lncRNA       0.852
    MSTRG.55629.1  1:lncRNA       0.852
    MSTRG.55637.1    2:mRNA       1.000
    MSTRG.55638.1    2:mRNA       0.596
    MSTRG.55640.1    2:mRNA       1.000
    MSTRG.55643.1  1:lncRNA       0.852
    MSTRG.55658.1  1:lncRNA       0.852
    MSTRG.55664.1  1:lncRNA       0.863
    MSTRG.55681.1  1:lncRNA       0.863
    MSTRG.55690.1  1:lncRNA       0.782
    MSTRG.55695.1    2:mRNA       1.000
    MSTRG.55698.1  1:lncRNA       0.863
    MSTRG.55701.1    2:mRNA       0.625
    MSTRG.55701.2  1:lncRNA       0.852
    MSTRG.55714.1  1:lncRNA       0.782
    MSTRG.55728.1  1:lncRNA       0.763
    MSTRG.55728.2  1:lncRNA       0.763
    MSTRG.55728.3    2:mRNA       0.596
    MSTRG.55729.3  1:lncRNA       0.852
    MSTRG.55729.4  1:lncRNA       0.852
    MSTRG.55729.5  1:lncRNA       0.852
    MSTRG.55730.1    2:mRNA       1.000
    MSTRG.55730.2    2:mRNA       1.000
    MSTRG.55730.3    2:mRNA       1.000
    MSTRG.55730.4    2:mRNA       1.000
    MSTRG.55730.5    2:mRNA       1.000
    MSTRG.55730.6    2:mRNA       1.000
    MSTRG.55731.1  1:lncRNA       0.852
    MSTRG.55731.2  1:lncRNA       0.852
    MSTRG.55733.1  1:lncRNA       0.863
    MSTRG.55734.1  1:lncRNA       0.863
    MSTRG.55735.1  1:lncRNA       0.863
    MSTRG.55738.1    2:mRNA       1.000
    MSTRG.55741.1  1:lncRNA       0.863
    MSTRG.55742.1  1:lncRNA       0.863
    MSTRG.55745.1    2:mRNA       1.000
    MSTRG.55745.2    2:mRNA       1.000
    MSTRG.55751.1  1:lncRNA       0.863
    MSTRG.55754.1  1:lncRNA       0.863
    MSTRG.55756.1  1:lncRNA       0.852
    MSTRG.55758.2    2:mRNA       0.596
    MSTRG.55758.1    2:mRNA       0.596
    MSTRG.55758.3    2:mRNA       0.596
    MSTRG.55758.4    2:mRNA       0.596
    MSTRG.55758.5    2:mRNA       0.596
    MSTRG.55761.1  1:lncRNA       0.852
    MSTRG.55772.1  1:lncRNA       0.825
    MSTRG.55772.2  1:lncRNA       0.825
    MSTRG.55772.3  1:lncRNA       0.852
    MSTRG.55772.4  1:lncRNA       0.852
    MSTRG.55793.1  1:lncRNA       0.782
    MSTRG.55793.2  1:lncRNA       0.782
    MSTRG.55793.3  1:lncRNA       0.782
    MSTRG.55793.4  1:lncRNA       0.782
    MSTRG.55793.5  1:lncRNA       0.782
    MSTRG.55810.1  1:lncRNA       0.697
    MSTRG.55810.2  1:lncRNA       0.697
    MSTRG.55810.3  1:lncRNA       0.697
    MSTRG.55810.4  1:lncRNA       0.852
    MSTRG.55829.1    2:mRNA       1.000
    MSTRG.55834.1  1:lncRNA       0.852
   MSTRG.55837.10    2:mRNA       0.596
   MSTRG.55837.11    2:mRNA       0.596
    MSTRG.55875.1  1:lncRNA       0.852
    MSTRG.55899.1  1:lncRNA       0.852
    MSTRG.55901.1  1:lncRNA       0.863
    MSTRG.55919.1  1:lncRNA       0.863
    MSTRG.55926.1  1:lncRNA       0.852
    MSTRG.55926.2  1:lncRNA       0.852
    MSTRG.55926.3  1:lncRNA       0.852
    MSTRG.55950.1  1:lncRNA       0.852
    MSTRG.55950.2  1:lncRNA       0.863
    MSTRG.55957.1  1:lncRNA       0.863
    MSTRG.55961.1    2:mRNA       1.000
    MSTRG.55961.2    2:mRNA       1.000
    MSTRG.55982.1  1:lncRNA       0.863
    MSTRG.55985.1    2:mRNA       1.000
    MSTRG.55986.1  1:lncRNA       0.852
    MSTRG.55992.1    2:mRNA       1.000
    MSTRG.55997.1  1:lncRNA       0.863
    MSTRG.56000.1    2:mRNA       1.000
    MSTRG.56014.1  1:lncRNA       0.852
    MSTRG.56016.1    2:mRNA       1.000
    MSTRG.56017.1    2:mRNA       0.596
    MSTRG.56017.6    2:mRNA       0.596
    MSTRG.56017.2    2:mRNA       0.596
    MSTRG.56017.3    2:mRNA       0.596
    MSTRG.56017.4    2:mRNA       0.596
    MSTRG.56017.5    2:mRNA       0.596
    MSTRG.56017.7    2:mRNA       0.596
    MSTRG.56017.8    2:mRNA       0.596
    MSTRG.56017.9    2:mRNA       0.596
   MSTRG.56017.10    2:mRNA       0.596
   MSTRG.56017.11    2:mRNA       0.596
   MSTRG.56017.12    2:mRNA       1.000
   MSTRG.56017.13  1:lncRNA       0.852
   MSTRG.56017.14  1:lncRNA       0.852
   MSTRG.56017.15  1:lncRNA       0.852
    MSTRG.56033.1    2:mRNA       1.000
    MSTRG.56035.1  1:lncRNA       0.852
    MSTRG.56039.1  1:lncRNA       0.852
    MSTRG.56045.1  1:lncRNA       0.852
    MSTRG.56046.1  1:lncRNA       0.852
    MSTRG.56047.1  1:lncRNA       0.782
    MSTRG.56048.1    2:mRNA       1.000
    MSTRG.56048.2    2:mRNA       1.000
    MSTRG.56048.3    2:mRNA       1.000
    MSTRG.56048.4    2:mRNA       1.000
    MSTRG.56048.5    2:mRNA       1.000
    MSTRG.56049.1  1:lncRNA       0.852
    MSTRG.56062.1  1:lncRNA       0.782
    MSTRG.56057.4    2:mRNA       1.000
    MSTRG.56064.1  1:lncRNA       0.825
    MSTRG.56064.2  1:lncRNA       0.825
    MSTRG.56065.1  1:lncRNA       0.782
    MSTRG.56067.1  1:lncRNA       0.863
    MSTRG.56086.1  1:lncRNA       0.852
    MSTRG.56093.1  1:lncRNA       0.863
    MSTRG.56109.1  1:lncRNA       0.852
    MSTRG.56115.1  1:lncRNA       0.852
    MSTRG.56119.1  1:lncRNA       0.863
    MSTRG.56136.1  1:lncRNA       0.863
    MSTRG.56157.1    2:mRNA       1.000
    MSTRG.56163.1  1:lncRNA       0.852
    MSTRG.56164.1  1:lncRNA       0.863
    MSTRG.56184.1  1:lncRNA       0.852
    MSTRG.56184.2  1:lncRNA       0.852
    MSTRG.56184.3  1:lncRNA       0.825
    MSTRG.56186.1  1:lncRNA       0.852
    MSTRG.56186.2  1:lncRNA       0.852
    MSTRG.56188.1  1:lncRNA       0.825
    MSTRG.56189.1  1:lncRNA       0.863
    MSTRG.56190.1  1:lncRNA       0.863
    MSTRG.56196.1  1:lncRNA       0.863
    MSTRG.56197.1  1:lncRNA       0.852
    MSTRG.56203.1  1:lncRNA       0.863
    MSTRG.56204.1  1:lncRNA       0.863
    MSTRG.56208.1  1:lncRNA       0.863
    MSTRG.56211.1  1:lncRNA       0.852
    MSTRG.56210.1  1:lncRNA       0.782
    MSTRG.56210.2  1:lncRNA       0.782
    MSTRG.56212.1  1:lncRNA       0.863
    MSTRG.56213.1  1:lncRNA       0.863
    MSTRG.56218.1  1:lncRNA       0.852
    MSTRG.56228.1  1:lncRNA       0.782
    MSTRG.56229.1    2:mRNA       1.000
   MSTRG.56239.39  1:lncRNA       0.852
    MSTRG.56242.1  1:lncRNA       0.825
    MSTRG.56242.2  1:lncRNA       0.825
    MSTRG.56242.3  1:lncRNA       0.955
    MSTRG.56242.4  1:lncRNA       0.825
    MSTRG.56242.5    2:mRNA       0.596
    MSTRG.56242.6  1:lncRNA       0.825
    MSTRG.56249.1  1:lncRNA       0.863
    MSTRG.56249.2  1:lncRNA       0.863
    MSTRG.56253.1  1:lncRNA       0.863
    MSTRG.56256.1  1:lncRNA       0.863
    MSTRG.56260.1  1:lncRNA       0.852
    MSTRG.56260.2  1:lncRNA       0.852
    MSTRG.56262.1  1:lncRNA       0.863
    MSTRG.56264.1  1:lncRNA       0.863
    MSTRG.56268.1    2:mRNA       0.596
    MSTRG.56268.2    2:mRNA       0.596
    MSTRG.56268.3    2:mRNA       0.596
    MSTRG.56275.1  1:lncRNA       0.782
    MSTRG.56275.2    2:mRNA       1.000
    MSTRG.56275.3    2:mRNA       1.000
    MSTRG.56282.1  1:lncRNA       0.863
    MSTRG.56291.1  1:lncRNA       0.863
    MSTRG.56303.1  1:lncRNA       0.852
    MSTRG.56305.1    2:mRNA       1.000
    MSTRG.56305.2    2:mRNA       1.000
    MSTRG.56305.3    2:mRNA       1.000
    MSTRG.56314.1  1:lncRNA       0.760
    MSTRG.56314.2  1:lncRNA       0.760
    MSTRG.56324.1  1:lncRNA       0.863
    MSTRG.56340.1  1:lncRNA       0.852
    MSTRG.56346.1  1:lncRNA       0.863
    MSTRG.56361.1  1:lncRNA       0.863
    MSTRG.56369.1    2:mRNA       1.000
    MSTRG.56382.1    2:mRNA       0.596
    MSTRG.56382.2    2:mRNA       1.000
    MSTRG.56383.1  1:lncRNA       0.863
    MSTRG.56384.1    2:mRNA       1.000
    MSTRG.56390.1  1:lncRNA       0.782
    MSTRG.56396.1    2:mRNA       1.000
    MSTRG.56396.2  1:lncRNA       0.782
    MSTRG.56397.1    2:mRNA       1.000
    MSTRG.56397.2    2:mRNA       1.000
    MSTRG.56401.1  1:lncRNA       0.852
    MSTRG.56410.1    2:mRNA       1.000
    MSTRG.56411.1    2:mRNA       1.000
    MSTRG.56428.1  1:lncRNA       0.852
    MSTRG.56428.2  1:lncRNA       0.760
    MSTRG.56428.3  1:lncRNA       0.852
    MSTRG.56428.4  1:lncRNA       0.760
    MSTRG.56428.5  1:lncRNA       0.852
    MSTRG.56433.1  1:lncRNA       0.863
    MSTRG.56454.1  1:lncRNA       0.863
    MSTRG.56466.1  1:lncRNA       0.863
    MSTRG.56475.1  1:lncRNA       0.852
    MSTRG.56478.1  1:lncRNA       0.782
    MSTRG.56492.1    2:mRNA       1.000
    MSTRG.56500.1  1:lncRNA       0.863
    MSTRG.56501.1  1:lncRNA       0.852
    MSTRG.56512.1    2:mRNA       0.596
    MSTRG.56512.2    2:mRNA       0.596
    MSTRG.56512.3    2:mRNA       0.596
    MSTRG.56513.1  1:lncRNA       0.852
    MSTRG.56513.2  1:lncRNA       0.852
    MSTRG.56514.1    2:mRNA       1.000
    MSTRG.56514.2    2:mRNA       1.000
    MSTRG.56514.3    2:mRNA       1.000
    MSTRG.56515.1  1:lncRNA       0.863
    MSTRG.56525.1  1:lncRNA       0.782
    MSTRG.56525.2  1:lncRNA       0.782
    MSTRG.56529.1  1:lncRNA       0.697
    MSTRG.56532.1    2:mRNA       0.596
    MSTRG.56532.2  1:lncRNA       0.782
    MSTRG.56545.1  1:lncRNA       0.782
    MSTRG.56545.2  1:lncRNA       0.782
    MSTRG.56545.3  1:lncRNA       0.782
    MSTRG.56546.1  1:lncRNA       0.863
    MSTRG.56550.1  1:lncRNA       0.852
    MSTRG.56558.1  1:lncRNA       0.782
    MSTRG.56561.1  1:lncRNA       0.852
    MSTRG.56563.1  1:lncRNA       0.863
    MSTRG.56564.1  1:lncRNA       0.852
    MSTRG.56568.1  1:lncRNA       0.852
    MSTRG.56584.1  1:lncRNA       0.863
    MSTRG.56586.1    2:mRNA       1.000
    MSTRG.56593.1    2:mRNA       1.000
    MSTRG.56611.1    2:mRNA       1.000
    MSTRG.56612.1    2:mRNA       0.596
    MSTRG.56631.1  1:lncRNA       0.825
    MSTRG.56631.2  1:lncRNA       0.825
    MSTRG.56631.3    2:mRNA       0.596
    MSTRG.56631.4  1:lncRNA       0.825
    MSTRG.56631.5  1:lncRNA       0.825
    MSTRG.56631.6  1:lncRNA       0.782
    MSTRG.56631.7  1:lncRNA       0.782
    MSTRG.56631.8  1:lncRNA       0.863
    MSTRG.56631.9  1:lncRNA       0.782
    MSTRG.56632.3  1:lncRNA       0.852
    MSTRG.56655.1  1:lncRNA       0.825
    MSTRG.56662.1  1:lncRNA       0.863
    MSTRG.56666.1  1:lncRNA       0.852
    MSTRG.56675.1  1:lncRNA       0.863
    MSTRG.56684.1  1:lncRNA       0.852
    MSTRG.56694.1  1:lncRNA       0.863
    MSTRG.56699.1  1:lncRNA       0.852
    MSTRG.56704.1  1:lncRNA       0.852
    MSTRG.56724.1  1:lncRNA       0.852
    MSTRG.56779.1  1:lncRNA       0.863
    MSTRG.56790.1  1:lncRNA       0.852
    MSTRG.56820.1    2:mRNA       1.000
    MSTRG.56821.1    2:mRNA       1.000
    MSTRG.56837.1  1:lncRNA       0.852
    MSTRG.56838.1  1:lncRNA       0.852
    MSTRG.56837.2  1:lncRNA       0.852
    MSTRG.56838.2  1:lncRNA       0.852
    MSTRG.56844.1    2:mRNA       1.000
    MSTRG.56856.1  1:lncRNA       0.863
    MSTRG.56869.1  1:lncRNA       0.852
    MSTRG.56873.1  1:lncRNA       0.863
    MSTRG.56887.1  1:lncRNA       0.863
    MSTRG.56905.1  1:lncRNA       0.852
    MSTRG.56913.1  1:lncRNA       0.852
    MSTRG.56922.1  1:lncRNA       0.863
    MSTRG.56923.1  1:lncRNA       0.863
    MSTRG.56934.1    2:mRNA       1.000
    MSTRG.56947.1  1:lncRNA       0.863
    MSTRG.56959.1  1:lncRNA       0.863
    MSTRG.56965.1  1:lncRNA       0.863
    MSTRG.56968.1    2:mRNA       1.000
    MSTRG.56971.1  1:lncRNA       0.863
    MSTRG.56970.4    2:mRNA       1.000
    MSTRG.56973.1  1:lncRNA       0.863
    MSTRG.56981.1  1:lncRNA       0.852
    MSTRG.56982.1  1:lncRNA       0.697
    MSTRG.56982.2  1:lncRNA       0.697
    MSTRG.56982.3  1:lncRNA       0.697
    MSTRG.56982.4  1:lncRNA       0.697
    MSTRG.56982.5  1:lncRNA       0.697
    MSTRG.56982.6  1:lncRNA       0.697
    MSTRG.56982.7  1:lncRNA       0.697
    MSTRG.56985.1    2:mRNA       1.000
    MSTRG.56985.2    2:mRNA       1.000
    MSTRG.56985.3    2:mRNA       1.000
    MSTRG.56985.4    2:mRNA       1.000
    MSTRG.56985.5    2:mRNA       1.000
    MSTRG.56985.6    2:mRNA       1.000
    MSTRG.56985.7    2:mRNA       1.000
    MSTRG.56985.9    2:mRNA       1.000
    MSTRG.56985.8    2:mRNA       1.000
   MSTRG.56985.10    2:mRNA       1.000
    MSTRG.56987.1  1:lncRNA       0.863
    MSTRG.57000.1    2:mRNA       0.596
    MSTRG.57000.2    2:mRNA       0.596
    MSTRG.57001.1  1:lncRNA       0.852
    MSTRG.57003.1  1:lncRNA       0.863
    MSTRG.57006.1  1:lncRNA       0.782
    MSTRG.57006.2  1:lncRNA       0.782
    MSTRG.57006.3  1:lncRNA       0.782
    MSTRG.57006.4  1:lncRNA       0.782
    MSTRG.57006.8  1:lncRNA       0.825
    MSTRG.57006.5  1:lncRNA       0.782
    MSTRG.57006.6  1:lncRNA       0.782
    MSTRG.57006.7  1:lncRNA       0.782
    MSTRG.57007.1    2:mRNA       1.000
    MSTRG.57030.1  1:lncRNA       0.863
    MSTRG.57034.1  1:lncRNA       0.852
    MSTRG.57045.1  1:lncRNA       0.863
    MSTRG.57060.1    2:mRNA       1.000
    MSTRG.57060.2    2:mRNA       1.000
    MSTRG.57060.5    2:mRNA       0.596
    MSTRG.57060.6    2:mRNA       1.000
    MSTRG.57060.7    2:mRNA       1.000
    MSTRG.57060.3    2:mRNA       1.000
    MSTRG.57060.4    2:mRNA       1.000
    MSTRG.57060.8    2:mRNA       0.596
    MSTRG.57060.9  1:lncRNA       0.782
   MSTRG.57060.10    2:mRNA       1.000
    MSTRG.57069.1  1:lncRNA       0.955
    MSTRG.57069.2    2:mRNA       0.596
    MSTRG.57069.3  1:lncRNA       0.852
    MSTRG.57070.1  1:lncRNA       0.863
    MSTRG.57074.1    2:mRNA       0.596
    MSTRG.57082.1  1:lncRNA       0.852
    MSTRG.57094.1  1:lncRNA       0.852
    MSTRG.57094.2  1:lncRNA       0.852
    MSTRG.57097.1  1:lncRNA       0.852
    MSTRG.57098.1  1:lncRNA       0.863
    MSTRG.57099.1  1:lncRNA       0.863
    MSTRG.57100.1  1:lncRNA       0.782
    MSTRG.57112.1  1:lncRNA       0.863
    MSTRG.57134.1    2:mRNA       0.596
    MSTRG.57138.1  1:lncRNA       0.852
    MSTRG.57140.1  1:lncRNA       0.852
    MSTRG.57142.2  1:lncRNA       0.852
    MSTRG.57145.1  1:lncRNA       0.852
    MSTRG.57146.1  1:lncRNA       0.863
    MSTRG.57147.1  1:lncRNA       0.863
    MSTRG.57148.1  1:lncRNA       0.863
    MSTRG.57169.1  1:lncRNA       0.863
    MSTRG.57171.1  1:lncRNA       0.852
    MSTRG.57177.1    2:mRNA       1.000
    MSTRG.57177.2    2:mRNA       1.000
    MSTRG.57177.3    2:mRNA       1.000
    MSTRG.57191.1  1:lncRNA       0.863
    MSTRG.57196.1  1:lncRNA       0.852
    MSTRG.57214.1  1:lncRNA       0.782
    MSTRG.57215.1  1:lncRNA       0.782
    MSTRG.57215.2  1:lncRNA       0.782
    MSTRG.57215.3  1:lncRNA       0.782
    MSTRG.57215.4  1:lncRNA       0.782
    MSTRG.57215.5  1:lncRNA       0.782
    MSTRG.57215.6  1:lncRNA       0.782
    MSTRG.57215.7    2:mRNA       0.596
    MSTRG.57215.8  1:lncRNA       0.782
    MSTRG.57221.1  1:lncRNA       0.852
    MSTRG.57232.1  1:lncRNA       0.863
    MSTRG.57233.1  1:lncRNA       0.782
    MSTRG.57237.1  1:lncRNA       0.852
    MSTRG.57238.1    2:mRNA       0.596
    MSTRG.57238.2    2:mRNA       1.000
    MSTRG.57238.3  1:lncRNA       0.763
    MSTRG.57238.4  1:lncRNA       0.763
    MSTRG.57242.1  1:lncRNA       0.863
    MSTRG.57260.1  1:lncRNA       0.697
    MSTRG.57260.2  1:lncRNA       0.697
    MSTRG.57260.3  1:lncRNA       0.697
    MSTRG.57260.4  1:lncRNA       0.697
    MSTRG.57260.5  1:lncRNA       0.697
    MSTRG.57260.6  1:lncRNA       0.697
    MSTRG.57260.7  1:lncRNA       0.697
    MSTRG.57265.1    2:mRNA       0.596
    MSTRG.57265.2    2:mRNA       0.596
    MSTRG.57265.3  1:lncRNA       0.852
    MSTRG.57268.1  1:lncRNA       0.863
    MSTRG.57269.1    2:mRNA       1.000
    MSTRG.57269.2    2:mRNA       1.000
    MSTRG.57269.3    2:mRNA       1.000
    MSTRG.57269.4    2:mRNA       1.000
    MSTRG.57269.5    2:mRNA       1.000
    MSTRG.57272.1  1:lncRNA       0.863
    MSTRG.57284.1  1:lncRNA       0.852
    MSTRG.57284.2  1:lncRNA       0.852
    MSTRG.57289.1  1:lncRNA       0.863
    MSTRG.57292.1  1:lncRNA       0.782
    MSTRG.57305.1  1:lncRNA       0.782
    MSTRG.57307.1  1:lncRNA       0.863
    MSTRG.57311.1  1:lncRNA       0.863
    MSTRG.57318.1    2:mRNA       1.000
    MSTRG.57318.2    2:mRNA       1.000
    MSTRG.57318.3    2:mRNA       1.000
    MSTRG.57318.4    2:mRNA       1.000
    MSTRG.57318.5    2:mRNA       1.000
    MSTRG.57326.1  1:lncRNA       0.863
    MSTRG.57330.2  1:lncRNA       0.863
    MSTRG.57337.1    2:mRNA       1.000
    MSTRG.57347.1  1:lncRNA       0.782
    MSTRG.57348.1    2:mRNA       0.596
    MSTRG.57349.1  1:lncRNA       0.852
    MSTRG.57349.2  1:lncRNA       0.852
    MSTRG.57349.3  1:lncRNA       0.852
    MSTRG.57350.1  1:lncRNA       0.852
    MSTRG.57352.1    2:mRNA       1.000
    MSTRG.57355.1    2:mRNA       1.000
    MSTRG.57357.1  1:lncRNA       0.863
    MSTRG.57359.1  1:lncRNA       0.852
    MSTRG.57371.1  1:lncRNA       0.863
    MSTRG.57381.1    2:mRNA       1.000
    MSTRG.57381.2  1:lncRNA       0.852
    MSTRG.57381.3  1:lncRNA       0.852
    MSTRG.57387.1  1:lncRNA       0.863
    MSTRG.57388.1  1:lncRNA       0.863
    MSTRG.57392.1  1:lncRNA       0.852
    MSTRG.57393.1  1:lncRNA       0.697
    MSTRG.57393.2  1:lncRNA       0.697
    MSTRG.57393.3    2:mRNA       0.596
    MSTRG.57415.1  1:lncRNA       0.852
    MSTRG.57421.1  1:lncRNA       0.852
    MSTRG.57441.1  1:lncRNA       0.863
    MSTRG.57444.1  1:lncRNA       0.782
    MSTRG.57447.1  1:lncRNA       0.852
    MSTRG.57450.1  1:lncRNA       0.863
