sequence_name	coding_score	classification
MSTRG.92254.1	0.92321	coding
MSTRG.92255.1	0.12907	noncoding
MSTRG.92257.1	0.67000	coding
MSTRG.92258.1	0.33004	noncoding
MSTRG.92259.1	0.03798	noncoding
MSTRG.92264.1	0.94192	coding
MSTRG.92265.1	0.97185	coding
MSTRG.92267.1	0.89300	coding
MSTRG.92267.2	0.92706	coding
MSTRG.92270.1	0.15173	noncoding
MSTRG.92276.1	0.11042	noncoding
MSTRG.92276.2	0.50974	coding
MSTRG.92285.1	0.98740	coding
MSTRG.92285.2	0.99367	coding
MSTRG.92285.3	0.90720	coding
MSTRG.92285.4	0.72504	coding
MSTRG.92287.1	0.27469	noncoding
MSTRG.92288.1	0.16492	noncoding
MSTRG.92289.1	0.63484	coding
MSTRG.92303.1	0.42919	noncoding
MSTRG.92310.1	0.69290	coding
MSTRG.92312.1	0.04218	noncoding
MSTRG.92317.1	0.08590	noncoding
MSTRG.92342.1	0.74808	coding
MSTRG.92349.1	0.03678	noncoding
MSTRG.92352.1	0.99967	coding
MSTRG.92352.2	0.99907	coding
MSTRG.92352.3	0.99906	coding
MSTRG.92352.4	0.99933	coding
MSTRG.92357.1	0.71872	coding
MSTRG.92359.1	0.27936	noncoding
MSTRG.92360.1	0.81614	coding
MSTRG.92369.1	0.99046	coding
MSTRG.92369.2	0.99299	coding
MSTRG.92375.6	0.93986	coding
MSTRG.92376.1	0.85075	coding
MSTRG.92376.2	0.78879	coding
MSTRG.92376.3	0.83088	coding
MSTRG.92376.4	0.78683	coding
MSTRG.92389.1	0.99560	coding
MSTRG.92390.1	0.51984	coding
MSTRG.92401.1	0.76117	coding
MSTRG.92403.1	0.30541	noncoding
MSTRG.92405.1	0.53621	coding
MSTRG.92407.1	0.46649	noncoding
MSTRG.92410.1	0.43172	noncoding
MSTRG.92410.2	0.92151	coding
MSTRG.92410.3	0.66069	coding
MSTRG.92410.4	0.55568	coding
MSTRG.92420.1	0.69398	coding
MSTRG.92427.1	0.10414	noncoding
MSTRG.92429.1	0.15444	noncoding
MSTRG.92433.1	0.07268	noncoding
MSTRG.92433.2	0.06825	noncoding
MSTRG.92451.1	0.14328	noncoding
MSTRG.92453.1	0.23214	noncoding
MSTRG.92456.1	0.80364	coding
MSTRG.92456.2	0.75664	coding
MSTRG.92456.3	0.72255	coding
MSTRG.92472.1	0.83018	coding
MSTRG.92476.1	0.99804	coding
MSTRG.92476.2	0.99610	coding
MSTRG.92476.3	0.99681	coding
MSTRG.92476.4	0.99604	coding
MSTRG.92480.1	0.63670	coding
MSTRG.92491.1	0.99961	coding
MSTRG.92502.1	0.99904	coding
MSTRG.92507.1	0.82507	coding
MSTRG.92507.2	0.87005	coding
MSTRG.92507.3	0.89670	coding
MSTRG.92507.4	0.92490	coding
MSTRG.92518.1	0.77921	coding
MSTRG.92518.2	0.82161	coding
MSTRG.92519.1	0.91404	coding
MSTRG.92519.2	0.93014	coding
MSTRG.92533.1	0.18358	noncoding
MSTRG.92541.3	0.20507	noncoding
MSTRG.92543.1	0.62124	coding
MSTRG.92543.2	0.58109	coding
MSTRG.92548.1	0.95294	coding
MSTRG.92560.1	0.94064	coding
MSTRG.92563.1	0.76837	coding
MSTRG.92563.2	0.88694	coding
MSTRG.92564.1	0.90859	coding
MSTRG.92569.1	0.50918	coding
MSTRG.92573.1	0.91402	coding
MSTRG.92574.1	0.76916	coding
MSTRG.92581.1	0.03914	noncoding
MSTRG.92583.1	0.11716	noncoding
MSTRG.92587.1	0.91872	coding
MSTRG.92587.2	0.67774	coding
MSTRG.92590.1	0.51533	coding
MSTRG.92598.1	0.89313	coding
MSTRG.92599.1	0.98715	coding
MSTRG.92609.1	0.42896	noncoding
MSTRG.92614.1	0.06355	noncoding
MSTRG.92614.2	0.27684	noncoding
MSTRG.92614.3	0.38258	noncoding
MSTRG.92614.4	0.88995	coding
MSTRG.92614.6	0.15137	noncoding
MSTRG.92614.7	0.61609	coding
MSTRG.92615.1	0.04965	noncoding
MSTRG.92631.1	0.82280	coding
MSTRG.92632.1	0.78847	coding
MSTRG.92632.2	0.58681	coding
MSTRG.92633.1	0.54959	coding
MSTRG.92648.1	0.11947	noncoding
MSTRG.92657.1	0.11318	noncoding
MSTRG.92659.3	0.80251	coding
MSTRG.92659.1	0.83603	coding
MSTRG.92659.2	0.85256	coding
MSTRG.92659.4	0.75474	coding
MSTRG.92659.5	0.80950	coding
MSTRG.92659.6	0.79065	coding
MSTRG.92659.7	0.77413	coding
MSTRG.92659.8	0.71733	coding
MSTRG.92659.9	0.67006	coding
MSTRG.92659.10	0.81369	coding
MSTRG.92659.11	0.65772	coding
MSTRG.92659.12	0.64393	coding
MSTRG.92659.13	0.69672	coding
MSTRG.92659.14	0.82369	coding
MSTRG.92659.15	0.74202	coding
MSTRG.92659.16	0.84712	coding
MSTRG.92659.17	0.77243	coding
MSTRG.92659.18	0.82639	coding
MSTRG.92659.19	0.70733	coding
MSTRG.92659.20	0.86100	coding
MSTRG.92659.21	0.85382	coding
MSTRG.92659.22	0.83590	coding
MSTRG.92659.23	0.77583	coding
MSTRG.92661.1	0.98624	coding
MSTRG.92663.1	0.74443	coding
MSTRG.92668.1	0.19672	noncoding
MSTRG.92670.1	0.15288	noncoding
MSTRG.92674.1	0.80041	coding
MSTRG.92680.1	0.99846	coding
MSTRG.92680.2	0.99548	coding
MSTRG.92680.3	0.99826	coding
MSTRG.92680.4	0.99766	coding
MSTRG.92680.5	0.99860	coding
MSTRG.92680.6	0.99727	coding
MSTRG.92680.7	0.99749	coding
MSTRG.92680.8	0.99875	coding
MSTRG.92680.9	0.99795	coding
MSTRG.92680.10	0.99800	coding
MSTRG.92680.11	0.99814	coding
MSTRG.92680.12	0.98913	coding
MSTRG.92689.2	0.69361	coding
MSTRG.92689.3	0.62905	coding
MSTRG.92689.4	0.58589	coding
MSTRG.92689.5	0.62207	coding
MSTRG.92689.6	0.63135	coding
MSTRG.92689.7	0.65818	coding
MSTRG.92689.8	0.67713	coding
MSTRG.92689.9	0.49980	noncoding
MSTRG.92689.10	0.57473	coding
MSTRG.92695.1	0.02415	noncoding
MSTRG.92699.1	0.75195	coding
MSTRG.92700.1	0.65094	coding
MSTRG.92701.1	0.95308	coding
MSTRG.92701.2	0.90809	coding
MSTRG.92701.3	0.98696	coding
MSTRG.92701.4	0.95661	coding
MSTRG.92703.1	0.24685	noncoding
MSTRG.92703.2	0.39439	noncoding
MSTRG.92705.1	0.33027	noncoding
MSTRG.92705.2	0.27018	noncoding
MSTRG.92705.3	0.55882	coding
MSTRG.92705.4	0.61536	coding
MSTRG.92705.5	0.29830	noncoding
MSTRG.92705.6	0.60782	coding
MSTRG.92705.7	0.13396	noncoding
MSTRG.92705.8	0.19722	noncoding
MSTRG.92705.9	0.49380	noncoding
MSTRG.92705.10	0.46544	noncoding
MSTRG.92705.11	0.40118	noncoding
MSTRG.92705.12	0.36871	noncoding
MSTRG.92711.1	0.99404	coding
MSTRG.92712.1	0.66701	coding
MSTRG.92713.1	0.64671	coding
MSTRG.92714.1	0.73776	coding
MSTRG.92719.1	0.94458	coding
MSTRG.92725.1	0.88262	coding
MSTRG.92726.1	0.44177	noncoding
MSTRG.92726.2	0.44408	noncoding
MSTRG.92728.1	0.64430	coding
MSTRG.92728.2	0.27487	noncoding
MSTRG.92728.3	0.27401	noncoding
MSTRG.92729.1	0.80626	coding
MSTRG.92729.2	0.36687	noncoding
MSTRG.92731.1	0.24182	noncoding
MSTRG.92723.24	0.99969	coding
MSTRG.92733.1	0.41637	noncoding
MSTRG.92736.1	0.99752	coding
MSTRG.92736.2	0.99821	coding
MSTRG.92739.1	0.71416	coding
MSTRG.92749.1	0.78222	coding
MSTRG.92749.2	0.74425	coding
MSTRG.92749.3	0.87484	coding
MSTRG.92749.4	0.85965	coding
MSTRG.92749.5	0.82108	coding
MSTRG.92749.6	0.84722	coding
MSTRG.92749.7	0.81191	coding
MSTRG.92752.1	0.26390	noncoding
MSTRG.92755.1	0.84723	coding
MSTRG.92755.2	0.35279	noncoding
MSTRG.92755.3	0.68707	coding
MSTRG.92755.4	0.85238	coding
MSTRG.92765.1	0.99873	coding
MSTRG.92774.1	0.95556	coding
MSTRG.92804.1	0.63309	coding
MSTRG.92806.1	0.60639	coding
MSTRG.92808.1	0.95071	coding
MSTRG.92814.1	0.12959	noncoding
MSTRG.92815.1	0.40433	noncoding
MSTRG.92815.2	0.47239	noncoding
MSTRG.92816.1	0.70128	coding
MSTRG.92816.2	0.69574	coding
MSTRG.92830.1	0.27924	noncoding
MSTRG.92836.1	0.61452	coding
MSTRG.92846.1	0.81322	coding
MSTRG.92855.1	0.83374	coding
MSTRG.92867.1	0.26321	noncoding
MSTRG.92881.1	0.19030	noncoding
MSTRG.92887.1	0.41816	noncoding
MSTRG.92892.1	0.91244	coding
MSTRG.92896.1	0.61927	coding
MSTRG.92896.2	0.67007	coding
MSTRG.92913.1	0.76657	coding
MSTRG.92913.2	0.69112	coding
MSTRG.92913.3	0.88501	coding
MSTRG.92923.12	0.44244	noncoding
MSTRG.92923.13	0.22742	noncoding
MSTRG.92923.14	0.23607	noncoding
MSTRG.92923.15	0.53379	coding
MSTRG.92923.16	0.52925	coding
MSTRG.92952.1	0.77630	coding
MSTRG.92952.2	0.69020	coding
MSTRG.92967.1	0.53143	coding
MSTRG.92971.1	0.20518	noncoding
MSTRG.92975.1	0.80062	coding
MSTRG.92975.2	0.68418	coding
MSTRG.92975.3	0.75187	coding
MSTRG.92991.1	0.09417	noncoding
MSTRG.92997.1	0.99953	coding
MSTRG.93018.1	0.74292	coding
MSTRG.93026.1	0.99575	coding
MSTRG.93029.1	0.13449	noncoding
MSTRG.93057.1	0.02056	noncoding
MSTRG.93063.1	0.92522	coding
MSTRG.93068.1	0.42205	noncoding
MSTRG.93069.1	0.99405	coding
MSTRG.93070.1	0.99978	coding
MSTRG.93070.2	0.99971	coding
MSTRG.93070.3	0.99971	coding
MSTRG.93080.1	0.25833	noncoding
MSTRG.93086.1	0.98993	coding
MSTRG.93087.1	0.19126	noncoding
MSTRG.93090.1	0.92318	coding
MSTRG.93091.1	0.34747	noncoding
MSTRG.93095.1	0.60783	coding
MSTRG.93099.1	0.44351	noncoding
MSTRG.93099.2	0.25772	noncoding
MSTRG.93103.1	0.69277	coding
MSTRG.93113.1	0.32832	noncoding
MSTRG.93114.1	0.20889	noncoding
MSTRG.93117.1	0.04874	noncoding
MSTRG.93119.1	0.90975	coding
MSTRG.93119.2	0.95958	coding
MSTRG.93129.1	0.63751	coding
MSTRG.93129.2	0.67552	coding
MSTRG.93129.3	0.74095	coding
MSTRG.93129.4	0.99905	coding
MSTRG.93129.5	0.98414	coding
MSTRG.93129.6	0.99804	coding
MSTRG.93131.1	0.41867	noncoding
MSTRG.93141.1	0.76049	coding
MSTRG.93141.2	0.83015	coding
MSTRG.93142.1	0.97998	coding
MSTRG.93143.1	0.87663	coding
MSTRG.93144.1	0.65025	coding
MSTRG.93161.1	0.47878	noncoding
MSTRG.93161.2	0.29638	noncoding
MSTRG.93161.3	0.48032	noncoding
MSTRG.93161.4	0.46710	noncoding
MSTRG.93164.1	0.92733	coding
MSTRG.93166.1	0.99389	coding
MSTRG.93182.1	0.99983	coding
MSTRG.93184.1	0.09104	noncoding
MSTRG.93185.1	0.68441	coding
MSTRG.93189.1	0.99875	coding
MSTRG.93189.2	0.99744	coding
MSTRG.93193.1	0.72403	coding
MSTRG.93212.1	0.99781	coding
MSTRG.93222.1	0.18801	noncoding
MSTRG.93229.1	0.38229	noncoding
MSTRG.93232.1	0.43745	noncoding
MSTRG.93233.1	0.36591	noncoding
MSTRG.93239.1	0.99858	coding
MSTRG.93240.1	0.89896	coding
MSTRG.93243.1	0.81645	coding
MSTRG.93251.1	0.30095	noncoding
MSTRG.93252.1	0.60152	coding
MSTRG.93252.2	0.71371	coding
MSTRG.93255.1	0.40792	noncoding
MSTRG.93259.1	0.58362	coding
MSTRG.93272.1	0.09196	noncoding
MSTRG.93278.1	0.23667	noncoding
MSTRG.93318.1	0.99320	coding
MSTRG.93340.1	0.47948	noncoding
MSTRG.93358.1	0.46508	noncoding
MSTRG.93372.1	0.77539	coding
MSTRG.93377.3	0.38580	noncoding
MSTRG.93378.1	0.42908	noncoding
MSTRG.93380.1	0.96224	coding
MSTRG.93385.1	0.93500	coding
MSTRG.93386.1	0.86720	coding
MSTRG.93387.1	0.49683	noncoding
MSTRG.93395.1	0.99688	coding
MSTRG.93399.1	0.36060	noncoding
MSTRG.93400.1	0.99976	coding
MSTRG.93400.2	0.99971	coding
MSTRG.93401.1	0.96524	coding
MSTRG.93404.1	0.78493	coding
MSTRG.93404.2	0.74763	coding
MSTRG.93407.1	0.85665	coding
MSTRG.93407.2	0.88147	coding
MSTRG.93409.1	0.76843	coding
MSTRG.93419.1	0.85825	coding
MSTRG.93449.1	0.95453	coding
MSTRG.93449.2	0.76075	coding
MSTRG.93449.3	0.74785	coding
MSTRG.93449.4	0.90033	coding
MSTRG.93449.5	0.98803	coding
MSTRG.93449.6	0.97100	coding
MSTRG.93458.1	0.36647	noncoding
MSTRG.93490.3	0.82250	coding
MSTRG.93490.1	0.91888	coding
MSTRG.93490.2	0.90936	coding
MSTRG.93491.1	0.53451	coding
MSTRG.93500.1	0.42920	noncoding
MSTRG.93509.1	0.69285	coding
MSTRG.93518.1	0.99475	coding
MSTRG.93520.1	0.99217	coding
MSTRG.93527.1	0.66240	coding
MSTRG.93527.2	0.71454	coding
MSTRG.93527.3	0.34905	noncoding
MSTRG.93528.1	0.64384	coding
MSTRG.93537.1	0.95897	coding
MSTRG.93542.1	0.84354	coding
MSTRG.93554.1	0.08310	noncoding
MSTRG.93566.1	0.11606	noncoding
MSTRG.93567.1	0.99978	coding
MSTRG.93567.2	0.99976	coding
MSTRG.93575.1	0.79657	coding
MSTRG.93590.1	0.92569	coding
MSTRG.93590.2	0.88540	coding
MSTRG.93590.3	0.98349	coding
MSTRG.93600.1	0.99699	coding
MSTRG.93608.1	0.95292	coding
MSTRG.93614.1	0.84783	coding
MSTRG.93621.1	0.93585	coding
MSTRG.93631.1	0.58267	coding
MSTRG.93635.1	0.58321	coding
MSTRG.93636.1	0.39720	noncoding
MSTRG.93636.2	0.41639	noncoding
MSTRG.93636.3	0.57071	coding
MSTRG.93636.4	0.37029	noncoding
MSTRG.93636.5	0.30338	noncoding
MSTRG.93636.10	0.29410	noncoding
MSTRG.93636.6	0.40506	noncoding
MSTRG.93636.7	0.38881	noncoding
MSTRG.93636.8	0.53658	coding
MSTRG.93636.9	0.40776	noncoding
MSTRG.93636.11	0.58345	coding
MSTRG.93636.12	0.29809	noncoding
MSTRG.93636.13	0.47163	noncoding
MSTRG.93636.14	0.53231	coding
MSTRG.93636.15	0.37298	noncoding
MSTRG.93636.16	0.45821	noncoding
MSTRG.93636.17	0.32574	noncoding
MSTRG.93636.18	0.18520	noncoding
MSTRG.93636.19	0.45567	noncoding
MSTRG.93636.20	0.46752	noncoding
MSTRG.93636.21	0.18139	noncoding
MSTRG.93636.22	0.44492	noncoding
MSTRG.93636.23	0.37916	noncoding
MSTRG.93636.24	0.18300	noncoding
MSTRG.93636.25	0.44297	noncoding
MSTRG.93636.26	0.41750	noncoding
MSTRG.93636.27	0.29842	noncoding
MSTRG.93652.1	0.11068	noncoding
MSTRG.93657.1	0.70064	coding
MSTRG.93661.1	0.95813	coding
MSTRG.93661.2	0.95071	coding
MSTRG.93665.1	0.84740	coding
MSTRG.93665.2	0.92967	coding
MSTRG.93668.1	0.54219	coding
MSTRG.93678.1	0.66624	coding
MSTRG.93679.1	0.85247	coding
MSTRG.93681.1	0.10174	noncoding
MSTRG.93682.1	0.41116	noncoding
MSTRG.93683.1	0.30199	noncoding
MSTRG.93685.1	0.80265	coding
MSTRG.93691.1	0.16622	noncoding
MSTRG.93694.1	0.85421	coding
MSTRG.93700.1	0.62730	coding
MSTRG.93701.1	0.88201	coding
MSTRG.93701.2	0.55008	coding
MSTRG.93703.1	0.64084	coding
MSTRG.93707.1	0.88511	coding
MSTRG.93711.1	0.29970	noncoding
MSTRG.93711.2	0.99617	coding
MSTRG.93712.1	0.99238	coding
MSTRG.93733.1	0.79873	coding
MSTRG.93733.2	0.85703	coding
MSTRG.93741.1	0.67964	coding
MSTRG.93747.1	0.32048	noncoding
MSTRG.93755.1	0.92790	coding
MSTRG.93768.1	0.26985	noncoding
MSTRG.93780.1	0.95507	coding
MSTRG.93792.1	0.99841	coding
MSTRG.93799.1	0.98519	coding
MSTRG.93799.2	0.97042	coding
MSTRG.93799.3	0.99672	coding
MSTRG.93799.4	0.97734	coding
MSTRG.93799.5	0.91273	coding
MSTRG.93799.7	0.21017	noncoding
MSTRG.93799.6	0.82379	coding
MSTRG.93799.9	0.97120	coding
MSTRG.93804.1	0.48094	noncoding
MSTRG.93810.1	0.27954	noncoding
MSTRG.93813.1	0.59642	coding
MSTRG.93822.1	0.64018	coding
MSTRG.93832.1	0.74197	coding
MSTRG.93833.1	0.06965	noncoding
MSTRG.93843.1	0.04835	noncoding
MSTRG.93848.1	0.89438	coding
MSTRG.93860.1	0.26848	noncoding
MSTRG.93860.2	0.45289	noncoding
MSTRG.93860.3	0.72528	coding
MSTRG.93860.4	0.26666	noncoding
MSTRG.93860.5	0.33281	noncoding
MSTRG.93861.1	0.14151	noncoding
MSTRG.93861.2	0.23772	noncoding
MSTRG.93861.3	0.25987	noncoding
MSTRG.93861.4	0.43972	noncoding
MSTRG.93879.1	0.81826	coding
MSTRG.93881.1	0.99837	coding
MSTRG.93881.2	0.99743	coding
MSTRG.93898.1	0.90461	coding
MSTRG.93898.2	0.86922	coding
MSTRG.93898.3	0.93249	coding
MSTRG.93898.4	0.93757	coding
MSTRG.93898.5	0.89319	coding
MSTRG.93905.1	0.97326	coding
MSTRG.93921.1	0.33794	noncoding
MSTRG.93922.1	0.12314	noncoding
MSTRG.93928.1	0.76634	coding
MSTRG.93930.1	0.98640	coding
MSTRG.93943.1	0.99994	coding
MSTRG.93955.1	0.51929	coding
MSTRG.93955.2	0.64124	coding
MSTRG.93958.1	0.14132	noncoding
MSTRG.93961.1	0.11156	noncoding
MSTRG.93962.1	0.99977	coding
MSTRG.93962.2	0.99977	coding
MSTRG.93962.3	0.99976	coding
MSTRG.93964.6	0.99974	coding
MSTRG.93964.7	0.99973	coding
MSTRG.93971.1	0.97452	coding
MSTRG.93973.1	0.78028	coding
MSTRG.93973.2	0.71603	coding
MSTRG.93973.3	0.89518	coding
MSTRG.93973.4	0.94382	coding
MSTRG.93973.5	0.83026	coding
MSTRG.93973.6	0.81127	coding
MSTRG.93973.7	0.70212	coding
MSTRG.93983.1	0.49526	noncoding
MSTRG.93986.1	0.99942	coding
MSTRG.93995.1	0.72089	coding
MSTRG.94005.1	0.82626	coding
MSTRG.94005.2	0.78552	coding
MSTRG.94005.3	0.92072	coding
MSTRG.94007.1	0.98647	coding
MSTRG.94009.1	0.30861	noncoding
MSTRG.94010.1	0.62621	coding
MSTRG.94016.1	0.73312	coding
MSTRG.94021.1	0.42972	noncoding
MSTRG.94021.2	0.96606	coding
MSTRG.94022.1	0.11145	noncoding
MSTRG.94023.1	0.37724	noncoding
MSTRG.94023.2	0.87970	coding
MSTRG.94054.1	0.47098	noncoding
MSTRG.94058.1	0.52799	coding
MSTRG.94058.2	0.45437	noncoding
MSTRG.94059.1	0.62905	coding
MSTRG.94059.2	0.78557	coding
MSTRG.94060.1	0.96194	coding
MSTRG.94068.1	0.85151	coding
MSTRG.94074.1	0.26186	noncoding
MSTRG.94074.2	0.62588	coding
MSTRG.94074.3	0.43204	noncoding
MSTRG.94075.1	0.86334	coding
MSTRG.94075.2	0.92956	coding
MSTRG.94075.3	0.25791	noncoding
MSTRG.94075.4	0.27954	noncoding
MSTRG.94086.1	0.49531	noncoding
MSTRG.94088.1	0.21062	noncoding
MSTRG.94088.2	0.16028	noncoding
MSTRG.94123.1	0.91318	coding
MSTRG.94123.2	0.71689	coding
MSTRG.94124.1	0.55557	coding
MSTRG.94129.1	0.93277	coding
MSTRG.94129.2	0.94537	coding
MSTRG.94129.3	0.93136	coding
MSTRG.94129.4	0.93588	coding
MSTRG.94132.6	0.81404	coding
MSTRG.94140.1	0.98653	coding
MSTRG.94157.1	0.89984	coding
MSTRG.94157.2	0.86310	coding
MSTRG.94170.1	0.99746	coding
MSTRG.94170.2	0.99882	coding
MSTRG.94176.1	0.86853	coding
MSTRG.94184.1	0.13220	noncoding
MSTRG.94205.1	0.13700	noncoding
MSTRG.94234.1	0.30814	noncoding
MSTRG.94239.1	0.90959	coding
MSTRG.94240.1	0.19833	noncoding
MSTRG.94260.1	0.29971	noncoding
MSTRG.94260.2	0.08467	noncoding
MSTRG.94260.3	0.63872	coding
MSTRG.94260.4	0.08925	noncoding
MSTRG.94270.1	0.99776	coding
MSTRG.94280.1	0.71003	coding
MSTRG.94284.1	0.45806	noncoding
MSTRG.94284.2	0.45015	noncoding
MSTRG.94284.3	0.65715	coding
MSTRG.94284.4	0.34342	noncoding
MSTRG.94286.1	0.03928	noncoding
MSTRG.94287.1	0.06340	noncoding
MSTRG.94293.1	0.45673	noncoding
MSTRG.94296.1	0.54667	coding
MSTRG.94296.2	0.51021	coding
MSTRG.94296.3	0.44429	noncoding
MSTRG.94296.4	0.55188	coding
MSTRG.94296.5	0.82286	coding
MSTRG.94296.6	0.68841	coding
MSTRG.94305.1	0.73979	coding
MSTRG.94308.1	0.83607	coding
MSTRG.94313.1	0.47138	noncoding
MSTRG.94323.1	0.45859	noncoding
MSTRG.94324.1	0.26440	noncoding
MSTRG.94324.2	0.17350	noncoding
MSTRG.94331.1	0.21335	noncoding
MSTRG.94340.1	0.26595	noncoding
MSTRG.94363.1	0.72140	coding
MSTRG.94363.2	0.77422	coding
MSTRG.94382.1	0.65077	coding
MSTRG.94391.1	0.94243	coding
MSTRG.94403.1	0.99892	coding
MSTRG.94406.1	0.99967	coding
MSTRG.94406.2	0.99956	coding
MSTRG.94408.1	0.51948	coding
MSTRG.94408.2	0.56221	coding
MSTRG.94413.1	0.50247	coding
MSTRG.94415.1	0.97456	coding
MSTRG.94425.1	0.63863	coding
MSTRG.94436.1	0.41588	noncoding
MSTRG.94447.1	0.19281	noncoding
MSTRG.94447.2	0.34193	noncoding
MSTRG.94447.3	0.34883	noncoding
MSTRG.94447.4	0.26949	noncoding
MSTRG.94447.5	0.18140	noncoding
MSTRG.94452.1	0.44225	noncoding
MSTRG.94452.2	0.52491	coding
MSTRG.94453.1	0.98363	coding
MSTRG.94456.1	0.06857	noncoding
MSTRG.94460.1	0.46507	noncoding
MSTRG.94462.1	0.91990	coding
MSTRG.94462.2	0.96527	coding
MSTRG.94461.4	0.79955	coding
MSTRG.94461.5	0.87597	coding
MSTRG.94461.6	0.79422	coding
MSTRG.94463.1	0.27685	noncoding
MSTRG.94466.1	0.99119	coding
MSTRG.94477.3	0.92500	coding
MSTRG.94484.1	0.82378	coding
MSTRG.94485.1	0.71218	coding
MSTRG.94504.1	0.40837	noncoding
MSTRG.94504.2	0.48478	noncoding
MSTRG.94504.3	0.40826	noncoding
MSTRG.94504.4	0.47028	noncoding
MSTRG.94504.5	0.60729	coding
MSTRG.94504.6	0.65671	coding
MSTRG.94504.7	0.44381	noncoding
MSTRG.94504.8	0.53270	coding
MSTRG.94504.9	0.52024	coding
MSTRG.94504.10	0.74676	coding
MSTRG.94504.11	0.48480	noncoding
MSTRG.94504.12	0.52455	coding
MSTRG.94504.13	0.59615	coding
MSTRG.94504.14	0.63181	coding
MSTRG.94504.15	0.78730	coding
MSTRG.94504.16	0.70576	coding
MSTRG.94504.17	0.73277	coding
MSTRG.94508.1	0.73126	coding
MSTRG.94516.5	0.05250	noncoding
MSTRG.94518.1	0.32800	noncoding
MSTRG.94519.1	0.32614	noncoding
MSTRG.94532.1	0.78231	coding
MSTRG.94551.1	0.31695	noncoding
MSTRG.94565.1	0.78473	coding
MSTRG.94567.1	0.69636	coding
MSTRG.94577.1	0.20795	noncoding
MSTRG.94580.1	0.11139	noncoding
MSTRG.94580.2	0.14879	noncoding
MSTRG.94587.1	0.53945	coding
MSTRG.94599.1	0.45151	noncoding
MSTRG.94603.1	0.12490	noncoding
MSTRG.94604.1	0.98724	coding
MSTRG.94620.1	0.13395	noncoding
MSTRG.94620.2	0.43018	noncoding
MSTRG.94620.3	0.15749	noncoding
MSTRG.94620.4	0.19291	noncoding
MSTRG.94620.5	0.28375	noncoding
MSTRG.94628.1	0.37920	noncoding
MSTRG.94629.1	0.37636	noncoding
MSTRG.94629.2	0.27446	noncoding
MSTRG.94632.1	0.66462	coding
MSTRG.94640.1	0.74311	coding
MSTRG.94659.1	0.41311	noncoding
MSTRG.94660.1	0.49946	noncoding
MSTRG.94665.1	0.58654	coding
MSTRG.94665.2	0.58878	coding
MSTRG.94679.1	0.99819	coding
MSTRG.94693.1	0.94759	coding
MSTRG.94704.1	0.32131	noncoding
MSTRG.94707.1	0.82617	coding
MSTRG.94712.1	0.70039	coding
MSTRG.94712.2	0.58665	coding
MSTRG.94717.4	0.98984	coding
MSTRG.94721.1	0.36289	noncoding
MSTRG.94721.2	0.42208	noncoding
MSTRG.94721.3	0.46086	noncoding
MSTRG.94721.4	0.39580	noncoding
MSTRG.94722.1	0.88325	coding
MSTRG.94735.1	0.79733	coding
MSTRG.94755.1	0.96852	coding
MSTRG.94789.1	0.67512	coding
MSTRG.94790.1	0.68294	coding
MSTRG.94791.1	0.92015	coding
MSTRG.94792.1	0.52404	coding
MSTRG.94794.1	0.55011	coding
MSTRG.94798.1	0.54583	coding
MSTRG.94817.1	0.89766	coding
MSTRG.94819.1	0.76114	coding
MSTRG.94824.1	0.05257	noncoding
MSTRG.94834.1	0.80767	coding
MSTRG.94852.1	0.09774	noncoding
MSTRG.94852.2	0.22240	noncoding
MSTRG.94855.1	0.95351	coding
MSTRG.94855.2	0.96121	coding
MSTRG.94865.1	0.47597	noncoding
MSTRG.94870.1	0.10968	noncoding
MSTRG.94876.1	0.94785	coding
MSTRG.94881.1	0.98519	coding
MSTRG.94881.2	0.98522	coding
MSTRG.94881.3	0.98277	coding
MSTRG.94891.1	0.35793	noncoding
MSTRG.94893.1	0.33250	noncoding
MSTRG.94893.2	0.36668	noncoding
MSTRG.94914.1	0.99629	coding
MSTRG.94916.1	0.99969	coding
MSTRG.94921.1	0.79282	coding
MSTRG.94926.1	0.97902	coding
MSTRG.94928.1	0.99606	coding
MSTRG.94928.2	0.99905	coding
MSTRG.94928.3	0.99893	coding
MSTRG.94928.4	0.99893	coding
MSTRG.94928.6	0.99048	coding
MSTRG.94928.5	0.99711	coding
MSTRG.94928.10	0.98700	coding
MSTRG.94928.12	0.98551	coding
MSTRG.94928.7	0.99552	coding
MSTRG.94928.8	0.99752	coding
MSTRG.94928.9	0.99902	coding
MSTRG.94928.11	0.99896	coding
MSTRG.94928.13	0.99908	coding
MSTRG.94928.14	0.99878	coding
MSTRG.94928.15	0.99899	coding
MSTRG.94928.16	0.98426	coding
MSTRG.94928.17	0.99908	coding
MSTRG.94928.18	0.99722	coding
MSTRG.94928.20	0.99901	coding
MSTRG.94928.21	0.99937	coding
MSTRG.94928.19	0.99880	coding
MSTRG.94928.22	0.98808	coding
MSTRG.94928.23	0.99907	coding
MSTRG.94928.24	0.99911	coding
MSTRG.94928.25	0.99747	coding
MSTRG.94928.26	0.99413	coding
MSTRG.94928.27	0.99711	coding
MSTRG.94928.28	0.99835	coding
MSTRG.94928.29	0.99824	coding
MSTRG.94928.31	0.99746	coding
MSTRG.94928.32	0.99596	coding
MSTRG.94928.33	0.99860	coding
MSTRG.94928.30	0.99810	coding
MSTRG.94928.34	0.99432	coding
